1,1,75.3731,69.5804,0.00663366,0.0064896
1,2,75.3731,69.0972,0.0132233,0.0143485
1,3,75.3731,67.0034,0.0197693,0.0224913
1,4,75.3731,89.2377,0.0262718,0.0280144
1,5,75.3731,73.4317,0.0327312,0.0326526
1,6,75.3731,64.6104,0.0391477,0.0355843
1,7,75.3731,82.2314,0.0455217,0.0400507
1,8,75.3731,94.7619,0.0518534,0.0502515
1,9,75.3731,77.1318,0.0581431,0.0531953
1,10,75.3731,80.8943,0.064391,0.0546432
1,11,75.3731,75.3788,0.0705975,0.0690736
1,12,75.3731,82.5726,0.0767629,0.0781603
1,13,75.3731,79.2829,0.0828873,0.0879594
1,14,75.3731,80.5668,0.0889711,0.0895332
1,15,75.3731,88.4444,0.0950146,0.0958542
1,16,75.3731,78.3465,0.101018,0.101566
1,17,75.3731,73.4317,0.106982,0.102557
1,18,75.3731,76.834,0.112905,0.111306
1,19,75.3731,85.7759,0.11879,0.115849
1,20,75.3731,72.3636,0.124636,0.122033
1,21,75.3731,70.318,0.130443,0.130275
2,1,75.3731,76.5385,0.00663366,0.00679492
2,2,75.3731,81.2245,0.0132233,0.0100553
2,3,75.3731,79.9197,0.0197693,0.0184487
2,4,75.3731,64.8208,0.0262718,0.0280533
2,5,75.3731,82.5726,0.0327312,0.0325333
2,6,75.3731,65.2459,0.0391477,0.0394647
2,7,75.3731,76.834,0.0455217,0.0482418
2,8,75.3731,82.2314,0.0518534,0.0555612
2,9,75.3731,80.2419,0.0581431,0.0561963
2,10,75.3731,78.3465,0.064391,0.0631579
2,11,75.3731,67.9181,0.0705975,0.0687178
2,12,75.3731,72.6277,0.0767629,0.0795819
2,13,75.3731,73.7037,0.0828873,0.0882503
2,14,75.3731,71.0714,0.0889711,0.0968711
2,15,75.3731,86.8996,0.0950146,0.100628
2,16,75.3731,83.6134,0.101018,0.103492
2,17,75.3731,70.318,0.106982,0.106471
2,18,75.3731,76.2452,0.112905,0.107406
2,19,75.3731,82.9167,0.11879,0.11364
2,20,75.3731,65.894,0.124636,0.111201
2,21,75.3731,80.5668,0.130443,0.11502
3,1,75.3731,74.2537,0.00663366,0.00712138
3,2,75.3731,71.8412,0.0132233,0.0126511
3,3,75.3731,77.7344,0.0197693,0.0220749
3,4,75.3731,76.2452,0.0262718,0.0285521
3,5,75.3731,78.0392,0.0327312,0.0318388
3,6,75.3731,72.1014,0.0391477,0.0402419
3,7,75.3731,65.894,0.0455217,0.0392239
3,8,75.3731,77.4319,0.0518534,0.0454633
3,9,75.3731,74.2537,0.0581431,0.0485722
3,10,75.3731,72.3636,0.064391,0.0523146
3,11,75.3731,85.7759,0.0705975,0.0555462
3,12,75.3731,88.8393,0.0767629,0.0591597
3,13,75.3731,82.5726,0.0828873,0.0625605
3,14,75.3731,67.6871,0.0889711,0.0657581
3,15,75.3731,76.5385,0.0950146,0.0671526
3,16,75.3731,84.6809,0.101018,0.0727653
3,17,75.3731,83.2636,0.106982,0.0822563
3,18,75.3731,75.0943,0.112905,0.0857309
3,19,75.3731,68.8581,0.11879,0.0875595
3,20,75.3731,71.0714,0.124636,0.0997857
3,21,75.3731,79.6,0.130443,0.115236
4,1,75.3731,68.3849,0.00663366,0.00859984
4,2,75.3731,70.318,0.0132233,0.0141609
4,3,75.3731,77.4319,0.0197693,0.0201826
4,4,75.3731,81.2245,0.0262718,0.0274584
4,5,75.3731,84.6809,0.0327312,0.0303574
4,6,75.3731,77.1318,0.0391477,0.0348303
4,7,75.3731,68.3849,0.0455217,0.040981
4,8,75.3731,70.8185,0.0518534,0.0616998
